analysis_label,cell_type,program,mean_usage_in,mean_usage_out,log2_fc_in_vs_out,p_value,fdr,fraction_gt0p01_in,fraction_gt0p01_out,pct_gt0p01_in,pct_gt0p01_out,n_cells_in,n_cells_out
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_57,0.0004091511422904,0.0060100963618877,-3.8766790514752616,1.0,1.0,0.004237183750893,0.0813206693803708,0.4237183750893011,8.132066938037088,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_58,0.0008714928403399,0.005961440927511,-2.774098953037314,1.0,1.0,0.0172689872638139,0.072132842282096,1.726898726381396,7.213284228209601,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_59,0.0033327333156707,0.0051356422793854,-0.6238386857458975,1.0,1.0,0.0906806592269603,0.1494863345609614,9.06806592269603,14.94863345609614,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_61,0.0033574179929385,0.0053616851490651,-0.6753341813439531,1.0,1.0,0.1119651171384228,0.1624862699489565,11.19651171384229,16.248626994895652,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_62,0.0010075199918868,0.0043816154938314,-2.1206533183779723,1.0,1.0,0.0079816717167984,0.0500096918007365,0.7981671716798464,5.000969180073658,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_63,0.0003667440155539,0.0058630665635371,-3.9988064184249135,1.0,1.0,0.0027590963959303,0.1020094333527169,0.2759096395930333,10.200943335271694,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_64,0.0006117821574238,0.0053836988978858,-3.1375056977107567,1.0,1.0,0.0117261596827039,0.0753182141241842,1.1726159682703914,7.531821412418427,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_65,0.000406704949955,0.0050271458225963,-3.6276818227743246,1.0,1.0,0.0052718448993668,0.0717516314531239,0.5271844899366886,7.175163145312399,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_66,0.0011025294233202,0.0042943865012384,-1.9616339115265609,1.0,1.0,0.0131796122484172,0.053724882083091,1.3179612248417214,5.372488208309104,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_68,0.0006534499771762,0.0049702896115161,-2.9271792960787444,1.0,1.0,0.0115290813687088,0.0861730309491503,1.1529081368708889,8.617303094915036,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_70,0.0003869163041512,0.0039602368808568,-3.3554899345571076,1.0,1.0,0.0018229744044539,0.038211539704077,0.1822974404453969,3.8211539704077016,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_71,0.0003572708466822,0.0034376232257089,-3.2663177113064834,1.0,1.0,0.0043357229078905,0.043128513277767,0.4335722907890523,4.312851327776701,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_72,0.002484324189207,0.0027239217892315,-0.1328317806187808,0.986687465200756,1.0,0.0336018525361515,0.0407249466950959,3.3601852536151555,4.072494669509595,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_73,0.0005448707054211,0.0029399022949463,-2.4317802194623637,1.0,1.0,0.0063804104155888,0.0480584092524391,0.6380410415588894,4.80584092524391,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_74,0.0021247537843919,0.0031348170537155,-0.5610853597595649,1.0,1.0,0.0366565664030744,0.0873102022355753,3.6656566403074424,8.731020223557536,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_75,0.0003851493300535,0.0026430262603072,-2.7786977383386895,1.0,1.0,0.0037444879659054,0.0274794856884409,0.3744487965905452,2.747948568844091,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_76,0.002708711711423,0.0030684522918854,-0.1799042348003583,1.0,1.0,0.0997462616707314,0.1147896879240162,9.97462616707314,11.478968792401629,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_78,0.000464058896677,0.0021980931507347,-2.243870249833052,1.0,1.0,0.0050501317961224,0.0535698132713058,0.5050131796122485,5.3569813271305815,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_79,0.000394477482298,0.0021299837608076,-2.4328245960765726,0.9999887182531244,1.0,0.001699800458207,0.0158880920074949,0.169980045820708,1.5888092007494994,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_80,0.0005099920109762,0.0017350602808294,-1.7664372370015946,1.0,1.0,0.004828418692878,0.0315112747948568,0.4828418692878082,3.1511274794856887,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_81,0.0003590969888865,0.0017182545924921,-2.2584951765992067,1.0,1.0,0.0046806099573818,0.0301285778897719,0.4680609957381815,3.012857788977192,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_82,0.0010003628551633,0.0013498619350163,-0.4322880870007808,1.0,1.0,0.0208903012834725,0.0287846481876332,2.089030128347252,2.878464818763326,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_84,0.0006892358472204,0.0016188663257738,-1.2319130179447215,1.0,1.0,0.0125637425171827,0.0378690960780513,1.2563742517182763,3.78690960780513,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_85,0.0006241829024307,0.0014366062163857,-1.2026226115655492,0.9995744509299804,1.0,0.0043110881186411,0.024345803450281,0.4311088118641145,2.434580345028106,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_86,0.0003897197058077,0.0014103755428339,-1.8555678964419833,1.0,1.0,0.0051979405316187,0.0245719454674678,0.5197940531618752,2.4571945467467855,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_88,0.0002901556173948,0.0014955687499964,-2.3657914591706444,1.0,1.0,0.0019461483507008,0.0269496672481747,0.1946148350700859,2.694966724817471,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_89,0.0003374797766919,0.0008563652855115,-1.3434226721650693,1.0,1.0,0.0018476091937033,0.0104477611940298,0.1847609193703348,1.0447761194029852,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_90,0.0005032941065959,0.0006322656358215,-0.3291285207529833,0.9946528338935388,1.0,0.0027837311851797,0.0058409252439103,0.2783731185179711,0.5840925243910319,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_91,0.0004966161966856,0.0007386620056733,-0.5727821057074767,1.0,1.0,0.0061094277338457,0.0113394068617949,0.6109427733845737,1.133940686179492,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_92,0.0003953765099093,0.0008677607228492,-1.1340681407857094,1.0,1.0,0.003522774862661,0.0129740905860308,0.352277486266105,1.2974090586030884,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_93,0.0003490253954977,0.0005077874597479,-0.540891462026041,1.0,1.0,0.0036952183874066,0.006435355689087,0.3695218387406696,0.6435355689087032,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_94,0.0004480760254301,0.0005965179637825,-0.4128212469355311,1.0,1.0,0.0050994013746212,0.0074174581637268,0.509940137462124,0.741745816372682,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_95,0.0004457057834487,0.0005608370867376,-0.3314894084083085,0.9427618070810704,1.0,0.0082033848200428,0.0100407055630936,0.8203384820042865,1.004070556309362,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_96,0.0001991291664927,0.0004762387110506,-1.257976130753253,1.0,1.0,0.0015519917227108,0.0062932092782839,0.1551991722710812,0.6293209278283904,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_97,0.0002758883725463,0.0003392652600382,-0.2983280773205684,1.0,1.0,0.002808365974429,0.0037798022872649,0.2808365974429089,0.3779802287264974,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_98,0.0001339643539187,0.0002779370046509,-1.052903179529164,1.0,1.0,0.0013549134087157,0.0042256251211475,0.1354913408715788,0.4225625121147509,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),Homeostatic capillary,Program_99,0.0001581602016616,0.0003325048460413,-1.0719839685809425,0.9998632672058358,1.0,0.0005173305742369,0.001641144924727,0.0517330574236937,0.1641144924727014,40593,154770
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_11,0.0240623553379869,0.0239524396526126,0.006605259259511,0.0,0.0,0.562012652640871,0.3960019333490314,56.2012652640871,39.600193334903146,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_15,0.0598528212405332,0.013790497484748,2.1177446693315756,0.0,0.0,0.9279093717816684,0.3804669781506773,92.79093717816684,38.04669781506773,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_18,0.0249105810142272,0.0170857616427489,0.5439640837319044,0.0,0.0,0.6630866558775931,0.5109556445116434,66.30866558775931,51.09556445116434,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_2,0.0483807378048824,0.039098091865357,0.3073345631839511,0.0,0.0,0.8456672061203472,0.7324170580872238,84.56672061203471,73.24170580872237,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_20,0.0278022353413538,0.0162115725886764,0.7781768004053298,0.0,0.0,0.5410033838458144,0.2563608422461549,54.100338384581434,25.636084224615495,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_24,0.0198864586335598,0.0150922278337437,0.3979805774000299,0.0,0.0,0.5496542592320142,0.4360135830162723,54.965425923201416,43.60135830162723,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_25,0.0235734591531207,0.0129113470505165,0.8685238977050953,0.0,0.0,0.5908194791819921,0.3976874171200535,59.081947918199205,39.76874171200536,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_3,0.0641728093796562,0.0292480065053912,1.1336238201736983,0.0,0.0,0.8868030013241136,0.5824213957292815,88.68030013241136,58.24213957292815,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_30,0.0204169361347206,0.0106703586663592,0.9361576492697308,0.0,0.0,0.5555686332205385,0.2260469208938021,55.55686332205385,22.60469208938021,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_34,0.0105814991136173,0.0108727675098409,-0.0391751681719828,0.0,0.0,0.3451228483154333,0.2253838813221133,34.512284831543326,22.538388132211328,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_36,0.0177978779805208,0.0088338092548208,1.010597572157962,0.0,0.0,0.4663528027070766,0.2711955780837536,46.63528027070766,27.119557808375365,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_4,0.0746743830468615,0.022891015776628,1.7058318863242004,0.0,0.0,0.8900691481535972,0.4826370385058682,89.00691481535972,48.26370385058682,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_44,0.0142129019751493,0.0059941347620804,1.245577588945416,0.0,0.0,0.3807856407238487,0.1611743856039856,38.07856407238487,16.11743856039857,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_5,0.0667046961197807,0.0225312272394745,1.565862393697609,0.0,0.0,0.8797704869795498,0.4904447942098675,87.97704869795498,49.044479420986754,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_51,0.0105180500531547,0.0055716300435751,0.9166957744209762,0.0,0.0,0.2905987935854053,0.1080692535537681,29.05987935854053,10.806925355376816,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_8,0.0385893881423611,0.0261760681863941,0.559955740052616,0.0,0.0,0.8302780638516993,0.5896900444918143,83.02780638516994,58.969004449181426,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_37,0.01411845444619,0.0086307322951213,0.7100272211583263,1.084187238382956e-285,6.377571990487977e-285,0.2619685155215536,0.1833087533616726,26.19685155215537,18.33087533616726,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_10,0.0315422691580457,0.0280223626695949,0.1707078460469527,5.982240301873739e-171,3.3234668343743e-170,0.7551566867735766,0.6802042409746062,75.51566867735767,68.02042409746062,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_61,0.0058593916891796,0.0047527187878855,0.3019977954551152,1.872406894071396e-151,9.854773126691559e-151,0.1969398263939973,0.1425225247555429,19.693982639399735,14.25225247555429,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_64,0.0019237883281526,0.0049120029075204,-1.3523608884135132,8.743277097764046e-122,4.371638548882024e-121,0.0609092246579373,0.0623567028963055,6.090922465793732,6.235670289630557,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_1,0.0516859046611764,0.0475808835617259,0.1193888298953158,9.643303720621977e-120,4.5920493907723697e-119,0.9210239811681624,0.8953698769348982,92.10239811681625,89.53698769348982,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_23,0.0148442568902935,0.0138143210434201,0.1037402087310839,9.325495865070672e-104,4.2388617568503057e-103,0.5002795350890099,0.4463805475343603,50.02795350890099,44.63805475343603,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_43,0.008436941985984,0.0069084519412957,0.288357678381475,1.012331779236885e-101,4.40144251842124e-101,0.2673826688244813,0.2259229882635799,26.738266882448137,22.592298826357993,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_35,0.0102562120108748,0.0104601821964879,-0.0284099880755154,9.252493552877567e-91,3.8552056470323213e-90,0.3526555833455936,0.3031887865756175,35.265558334559366,30.318878657561747,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_16,0.0185046900265901,0.0198921417716699,-0.104307643815997,3.140102901615603e-76,1.2560411606462412e-75,0.5329998528762689,0.4598830075970702,53.299985287626896,45.98830075970702,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_96,0.0003564589446389,0.0004317593372776,-0.2764907491031875,9.839240230908605e-62,3.7843231657340786e-61,0.0020303074885979,0.005998339302755,0.203030748859791,0.5998339302755022,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_59,0.006035762025235,0.0044925803184814,0.4259915465716233,1.5906380002903595e-60,5.891251852927258e-60,0.1649257025158158,0.1314429476136772,16.492570251581583,13.14429476136772,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_19,0.0196840311523449,0.0182254033738371,0.1110749535937341,4.706615880938704e-59,1.680934243192394e-58,0.6537590113285273,0.6129088227639455,65.37590113285273,61.290882276394555,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_31,0.0121119908746037,0.0108600798308109,0.1574013015376802,2.756816671165973e-46,9.506264383330942e-46,0.3939090775342063,0.3561328062065461,39.39090775342063,35.61328062065461,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_9,0.0265173600099756,0.0277800018592602,-0.0671095412596898,2.9738234033196447e-35,9.91274467773215e-35,0.6608797999117257,0.5777491355699041,66.08797999117257,57.77491355699041,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_100,0.0001948666091092,0.0001677207889201,0.2164241826177794,4.878075729267723e-34,1.573572815892814e-33,0.0011769898484625,0.0012703094597776,0.1176989848462557,0.1270309459777664,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_46,0.0076888165147953,0.0074779717493898,0.0401145252005438,2.0162560627807603e-31,6.300800196189876e-31,0.30310431072532,0.2851070158261968,30.310431072532,28.510701582619685,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_82,0.0015071705055134,0.0012288209757975,0.2945676727957592,2.0727643835109713e-28,6.28110419245749e-28,0.041224069442401,0.0241792561563534,4.122406944240106,2.4179256156353404,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_99,0.000175765832803,0.0003216582821702,-0.871870461707432,9.60553867354486e-06,2.825158433395547e-05,0.0005884949242312,0.0015801410353331,0.0588494924231278,0.1580141035333193,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_77,0.0020678462230116,0.0019087372759076,0.1155103046396024,0.0129232853230782,0.0369236723516522,0.0454612328968662,0.0392184808338187,4.546123289686626,3.9218480833818736,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_12,0.0174175928481354,0.0259460178996272,-0.5749678548626828,1.0,1.0,0.6328968662645285,0.7109209433751813,63.28968662645285,71.09209433751813,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_13,0.0191147943710313,0.0239033181267691,-0.3225212036091539,1.0,1.0,0.5235250845961453,0.5250963576199977,52.35250845961453,52.509635761999775,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_14,0.0156956256499956,0.0241001219873257,-0.6186778789475215,1.0,1.0,0.5644549065764308,0.6207661515200337,56.44549065764309,62.07661515200337,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_17,0.008526300281627,0.0228686984767308,-1.423382383504554,1.0,1.0,0.2955421509489481,0.4662221616329363,29.554215094894808,46.62221616329363,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_21,0.0045778589189083,0.020441138253823,-2.1587303821286423,1.0,1.0,0.1693394144475503,0.3716801546679225,16.93394144475504,37.168015466792255,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_22,0.0051061521240811,0.0194070401210013,-1.9262714682122428,1.0,1.0,0.1871413859055465,0.3396187832294365,18.714138590554654,33.96187832294365,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_26,0.0031320427125843,0.0171692654319686,-2.454652147621487,1.0,1.0,0.1174635868765631,0.4291539119334729,11.746358687656318,42.9153911933473,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_27,0.0018778228073426,0.0166415845723004,-3.147659287612713,1.0,1.0,0.0609386494041488,0.2876228482197078,6.093864940414889,28.76228482197078,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_28,0.0062468407648951,0.0165394377283263,-1.4047113855635944,1.0,1.0,0.2516698543475062,0.4272453494280509,25.16698543475063,42.72453494280509,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_29,0.0111690483354549,0.0140255366958249,-0.3285496857200657,0.9999999999997436,1.0,0.3301162277475357,0.3445760884383249,33.01162277475357,34.457608843832496,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_32,0.0051858211313793,0.0136876520800316,-1.4002304704975066,1.0,1.0,0.2032661468294836,0.3493103149128134,20.32661468294836,34.93103149128134,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_33,0.0081407555181704,0.0110110578826124,-0.4357184378131618,1.0,1.0,0.215447991761071,0.2691506896850872,21.54479917610711,26.91506896850872,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_38,0.0041486087702421,0.0114369163963191,-1.4629983886848967,1.0,1.0,0.1487715168456672,0.1675755059549628,14.87715168456672,16.757550595496287,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_39,0.0078399068343104,0.0099953381027878,-0.3504188186375839,1.0,1.0,0.2696777990289833,0.3138036163541499,26.967779902898336,31.38036163541499,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_40,0.0051698619031304,0.0105013640493471,-1.0223789447456857,1.0,1.0,0.164572605561277,0.2914833496511296,16.457260556127704,29.14833496511297,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_41,0.0020645340178325,0.0095069766795301,-2.203169884139151,1.0,1.0,0.0748565543622186,0.1413637546629652,7.485655436221863,14.136375466296522,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_42,0.0010489373892109,0.0104389258914472,-3.3149715653872716,1.0,1.0,0.0290716492570251,0.1603688235075413,2.907164925702516,16.03688235075413,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_45,0.001493066057355,0.0085119178044006,-2.5112054270178628,1.0,1.0,0.0438134471090186,0.1681084162649184,4.381344710901868,16.81084162649184,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_47,0.0029879221936334,0.0074641014393175,-1.3208257229959015,1.0,1.0,0.1031925849639546,0.1981744723568268,10.319258496395468,19.817447235682685,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_48,0.0015414945938173,0.0083347346851444,-2.4348056828705067,1.0,1.0,0.0453141091658084,0.1440902725278538,4.531410916580844,14.409027252785386,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_49,0.0029870039887743,0.0072550876136633,-1.280293588297691,1.0,1.0,0.1017213476533765,0.1699240292976737,10.172134765337647,16.992402929767376,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_50,0.0017368348840691,0.0077694328017105,-2.1613480275969774,1.0,1.0,0.0594379873473591,0.1980381464635824,5.943798734735913,19.80381464635824,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_52,0.0025247067689508,0.0065578988935713,-1.3771174713487349,1.0,1.0,0.0467853464763866,0.1095068720643458,4.678534647638664,10.950687206434582,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_53,0.0010112286536682,0.0060495155878858,-2.5807091870017422,1.0,1.0,0.0246579373252905,0.0591964208256391,2.465793732529057,5.919642082563918,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_54,0.0009892832373821,0.007204797439073,-2.8645010749262867,1.0,1.0,0.0267176695601,0.1416983727645651,2.6717669560100044,14.169837276456516,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_55,0.0013256372459108,0.007332096807057,-2.467538899560559,1.0,1.0,0.0410180962189201,0.1554425014562084,4.101809621892012,15.544250145620842,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_56,0.0005712933519514,0.0061720959242473,-3.4334545455828125,1.0,1.0,0.0115050757687214,0.1116199234096345,1.1505075768721496,11.161992340963453,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_57,0.0004025424641229,0.005782144286118,-3.844388389479912,1.0,1.0,0.0055024275415624,0.0778978547261708,0.5502427541562455,7.789785472617085,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_58,0.0011208736871242,0.0057005033459448,-2.346464570774558,1.0,1.0,0.0278358099161394,0.0676610194698162,2.783580991613947,6.76610194698162,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_6,0.0173618228293651,0.0312324218530988,-0.84712598232496,1.0,1.0,0.5422392231867,0.5664340864306163,54.223922318670006,56.64340864306163,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_60,0.0044884260832417,0.004798218234234,-0.0962891190211027,0.9999999999160952,1.0,0.127056054141533,0.145837722613987,12.705605414153304,14.583772261398703,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_62,0.0010073477671348,0.0042434915239058,-2.0746888719644634,1.0,1.0,0.0059143739885243,0.0487241135718623,0.5914373988524348,4.872411357186233,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_63,0.0010923592912432,0.0054851976189388,-2.3280950852588194,1.0,1.0,0.0346035015447991,0.0912392023695918,3.4603501544799173,9.123920236959188,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_65,0.0003679009492324,0.0048461228868687,-3.71943806129567,1.0,1.0,0.0062086214506399,0.0688321828254161,0.6208621450639988,6.88321828254161,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_66,0.0010089759763356,0.0041833900972979,-2.051779624888687,1.0,1.0,0.0095336177725467,0.0528324802637286,0.9533617772546712,5.283248026372863,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_67,0.0005516814011779,0.0037228540744117,-2.7544995912196506,1.0,1.0,0.0009121671325584,0.0318197028095527,0.0912167132558481,3.181970280955273,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_68,0.0005282987978451,0.0048198824093315,-3.1895694858229064,1.0,1.0,0.0123878181550684,0.0829357161447037,1.2387818155068413,8.293571614470373,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_69,0.0010266026286932,0.0039043380131789,-1.927199062232288,1.0,1.0,0.0052081800794468,0.0421742740646184,0.5208180079446815,4.217427406461847,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_7,0.0281338959470385,0.0291730794419487,-0.0523283308498533,0.8483961483804128,1.0,0.7014565249374725,0.6879252438374499,70.14565249374725,68.79252438374499,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_70,0.0004205744835445,0.0038068307437281,-3.17815414721536,1.0,1.0,0.0024422539355598,0.0365911090731078,0.2442253935559806,3.6591109073107857,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_71,0.0004458004893942,0.0032928473056443,-2.884862709972833,1.0,1.0,0.0048256583786964,0.0414368749147963,0.4825658378696484,4.143687491479631,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_72,0.0024633507974695,0.0027185277440533,-0.1422034049280033,0.999999914399878,1.0,0.0268353685449462,0.0418582458575518,2.68353685449463,4.185824585755184,33985,161378
FP_moi15_seq2 cNMF enrichment (cell.type.l2),BBB-high capillary,Program_73,0.000820616440545,0.0027837621299191,-1.762254736455153,1.0,1.0,0.0148594968368397,0.0445661738279071,1.4859496836839785,4.456617382790714,33985,161378
